1 0 3166
2 3167 2113
3 5281 10196
4 15478 1129
5 16608 1345
6 17954 5184
7 23139 6657
8 29797 1420
9 31218 1774
10 32993 2249
11 35243 3417
12 38661 1961
13 40623 2105
14 42729 6052
15 48782 2079
16 50862 1460
17 52323 1110
18 53434 3181
19 56616 6318
20 62935 1987
21 64923 2395
22 67319 2612
23 69932 2616
24 72549 3606
25 76156 1416
26 77573 8499
27 86073 10449
28 96523 7206
29 103730 3363
30 107094 6499
31 113594 4376
32 117971 4665
33 122637 2997
34 125635 1324
35 126960 3077
36 130038 1960
37 131999 1673
38 133673 1719
39 135393 3357
40 138751 2068
41 140820 2133
42 142954 987
43 143942 1897
44 145840 3961
45 149802 2202
46 152005 5402
47 157408 1748
48 159157 1900
49 161058 2190
50 163249 1797
51 165047 2387
52 167435 4958
53 172394 13679
54 186074 980
55 187055 14509
56 201565 1858
57 203424 1609
58 205034 1099
59 206134 1521
60 207656 1768
61 209425 6082
62 215508 2992
63 218501 3082
64 221584 2390
65 223975 1958
66 225934 2854
67 228789 5407
68 234197 15396
69 249594 7243
70 256838 3359
71 260198 3238
72 263437 2544
73 265982 2964
74 268947 1346
75 270294 2301
76 272596 5277
77 277874 1615
78 279490 1300
79 280791 1994
80 282786 2607
81 285394 1499
82 286894 1398
83 288293 2494
84 290788 3689
85 294478 2008
86 296487 3224
87 299712 2869
88 302582 7585
89 310168 418
90 310587 520
91 311108 11268
92 322377 4499
93 326877 9034
94 335912 3415
95 339328 2059
96 341388 2009
97 343398 7139
98 350538 6472
99 357011 2254
100 359266 14978
101 374245 6423
102 380669 1337
103 382007 1984
104 383992 2946
105 386939 2593
106 389533 2145
107 391679 1597
108 393277 749
109 394027 1399
110 395427 743
111 396171 395
112 396567 3933
113 400501 3071
114 403573 4173
115 407747 7616
116 415364 1364
117 416729 5335
118 422065 1181
119 423247 937
120 424185 1867
121 426053 5505
122 431559 2519
123 434079 8109
124 442189 2479
125 444669 924
126 445594 855
127 446450 1651
128 448102 2247
129 450350 7295
130 457646 1649
131 459296 4777
132 464074 2465
133 466540 3646
134 470187 2701
135 472889 6977
136 479867 3031
137 482899 4613
138 487513 2531
139 490045 2893
140 492939 1914
141 494854 1283
142 496138 4746
143 500885 1643
144 502529 1012
145 503542 1611
146 505154 1809
147 506964 4618
148 511583 1682
149 513266 2694
150 515961 9358
151 525320 1886
152 527207 2643
153 529851 9099
154 538951 3560
155 542512 6167
156 548680 3378
157 552059 2965
158 555025 7891
159 562917 1743
160 564661 2210
161 566872 1656
162 568529 972
163 569502 1688
164 571191 1790
165 572982 7396
166 580379 3152
167 583532 1684
168 585217 1420
169 586638 7697
170 594336 2001
171 596338 2123
172 598462 1793
173 600256 1695
174 601952 2086
175 604039 1166
176 605206 4327
177 609534 3027
178 612562 2759
179 615322 3752
180 619075 2134
181 621210 4018
182 625229 13149
183 638379 2525
184 640905 1929
185 642835 3633
186 646469 3876
187 650346 3886
188 654233 1907
189 656141 5449
190 661591 6887
191 668479 2519
192 670999 4593
193 675593 1514
194 677108 2495
195 679604 2684
196 682289 825
197 683115 5372
198 688488 280
199 688769 849
200 689619 3588
201 693208 5937
202 699146 1249
203 700396 1396
204 701793 2398
205 704192 2214
206 706407 4072
207 710480 1151
208 711632 1795
209 713428 2014
210 715443 3138
211 718582 8624
212 727207 3978
213 731186 4009
214 735196 4639
215 739836 3915
216 743752 1169
217 744922 4228
218 749151 2720
219 751872 1728
220 753601 4052
221 757654 3888
222 761543 2902
223 764446 3178
224 767625 7703
225 775329 19086
226 794416 2209
227 796626 3797
228 800424 1659
229 802084 4265
230 806350 8866
231 815217 3156
232 818374 8723
233 827098 5780
234 832879 2179
235 835059 1226
236 836286 3876
237 840163 1677
238 841841 3452
239 845294 2818
240 848113 6305
241 854419 1819
242 856239 6767
243 863007 3686
244 866694 10447
245 877142 4575
246 881718 3537
247 885256 6465
248 891722 9651
249 901374 1605
250 902980 2790
251 905771 4572
252 910344 8726
253 919071 1598
254 920670 4828
255 925499 1976
256 927476 3141
257 930618 2458
258 933077 2671
259 935749 2022
260 937772 6225
261 943998 4253
262 948252 4373
263 952626 3842
264 956469 6895
265 963365 3612
266 966978 3292
267 970271 4632
268 974904 5274
269 980179 4451
270 984631 3427
271 988059 4129
272 992189 1147
273 993337 7955
274 1001293 4579
275 1005873 4397
276 1010271 4382
277 1014654 4094
278 1018749 5572
279 1024322 7806
280 1032129 2354
281 1034484 2135
282 1036620 2958
283 1039579 2952
284 1042532 4622
285 1047155 5437
286 1052593 3176
287 1055770 4096
288 1059867 5468
289 1065336 4690
290 1070027 5126
291 1075154 2498
292 1077653 2736
293 1080390 2976
294 1083367 8270
295 1091638 1236
296 1092875 778
297 1093654 4156
298 1097811 3352
299 1101164 1552
300 1102717 9957
301 1112675 3076
302 1115752 8763
303 1124516 3971
304 1128488 5253
305 1133742 4940
306 1138683 8592
307 1147276 4805
308 1152082 3928
309 1156011 529
310 1156541 4694
311 1161236 4402
312 1165639 3822
313 1169462 5833
314 1175296 6477
315 1181774 2581
316 1184356 3368
317 1187725 975
318 1188701 22919
319 1211621 18589
320 1230211 2591
321 1232803 8485
322 1241289 1654
323 1242944 2402
324 1245347 7144
325 1252492 3347
326 1255840 11022
327 1266863 2883
328 1269747 3519
329 1273267 3230
330 1276498 4844
331 1281343 7273
332 1288617 6911
333 1295529 6200
334 1301730 1082
335 1302813 2793
336 1305607 3454
337 1309062 1054
338 1310117 2445
339 1312563 1561
340 1314125 6352
341 1320478 13633
342 1334112 2105
343 1336218 12961
344 1349180 6478
